时间,冷机3总有功功率,冷机4总有功功率,室外湿球温度,冷机3蒸发器压力,冷机3冷冻水出水温度,冷机3冷凝器小温差,冷机3蒸发器小温差,冷机4蒸发器压力,冷机4冷冻水出水温度,冷机4冷凝器小温差,冷机4蒸发器小温差
2025-08-03 07:10,81.96,75.48,24.05,338.6,11.9,1.0,0.2,333.1,11.9,0.6,0.5
2025-08-03 07:15,81.6,73.08,24.24,338.6,12.0,1.1,0.2,334.5,12.1,0.8,0.8
2025-08-03 07:20,81.24,74.16,22.95,338.6,11.9,1.0,0.1,334.5,11.9,0.5,0.5
2025-08-03 07:25,81.48,75.96,24.67,340.0,12.0,1.1,0.1,337.9,11.8,0.4,0.2
2025-08-03 07:30,84.84,75.36,22.4,336.6,12.0,1.1,0.3,332.4,12.1,0.7,0.7
2025-08-03 07:35,79.92,67.08,23.44,340.0,12.0,1.0,0.1,339.3,12.1,0.7,0.2
2025-08-03 07:40,79.56,67.56,23.43,338.6,11.9,1.0,0.1,339.3,11.8,0.1,0.1
2025-08-03 07:45,85.8,68.88,24.35,337.9,12.0,1.2,0.3,337.2,12.2,0.7,0.6
2025-08-03 07:50,78.72,65.16,23.41,339.3,12.0,1.0,0.2,340.0,12.1,0.5,0.3
2025-08-03 07:55,81.0,71.4,23.67,338.6,11.9,1.0,0.1,333.1,11.9,0.5,0.5
2025-08-03 08:00,79.2,67.92,22.67,340.0,11.9,1.1,0.0,338.6,12.0,0.6,0.2
2025-08-03 08:05,82.56,70.32,23.77,337.2,12.0,1.1,0.3,336.6,12.1,0.8,0.5
2025-08-03 08:10,76.92,69.6,23.73,338.6,11.9,1.0,0.1,330.3,11.9,0.7,0.7
2025-08-03 08:15,81.0,68.64,23.43,340.7,11.9,1.1,0.0,331.0,11.9,0.6,0.4
2025-08-03 08:20,79.2,68.04,23.06,337.9,12.0,1.0,0.3,336.6,12.0,0.6,0.4
2025-08-03 08:25,79.8,72.72,22.78,337.9,11.9,1.1,0.2,331.7,11.9,0.8,0.6
2025-08-03 08:30,78.6,64.32,22.4,340.7,12.0,1.1,0.1,340.7,12.1,0.5,0.2
2025-08-03 08:35,78.24,67.56,22.05,338.6,12.0,1.0,0.2,337.9,11.7,0.2,0.0
2025-08-03 08:40,81.12,64.56,21.85,337.9,12.0,1.1,0.3,335.2,12.1,0.8,0.4
2025-08-03 08:45,75.0,63.0,22.29,340.7,12.1,1.1,0.2,343.4,12.0,0.3,0.0
2025-08-03 08:50,78.96,66.24,21.66,337.9,12.1,1.2,0.3,336.6,11.9,0.4,0.2
2025-08-03 08:55,75.12,63.36,21.28,339.3,11.9,1.0,0.0,333.1,11.9,0.6,0.6
2025-08-03 09:00,77.16,62.4,22.2,338.6,12.0,1.1,0.2,338.6,12.2,0.7,0.4
2025-08-03 09:05,74.64,64.56,21.97,337.9,11.9,0.9,0.2,333.1,11.8,0.3,0.3
2025-08-03 09:10,75.96,60.0,22.77,339.3,12.0,1.1,0.2,333.1,12.1,0.6,0.7
2025-08-03 09:15,74.04,54.48,22.05,337.2,12.0,1.0,0.3,336.6,12.1,0.6,0.4
2025-08-03 09:20,74.28,61.8,22.36,338.6,12.0,1.0,0.2,329.0,11.9,0.6,0.9
2025-08-03 09:25,76.92,62.04,21.4,338.6,12.1,1.2,0.3,339.3,11.9,0.5,-0.1
2025-08-03 09:30,72.24,56.76,21.68,337.9,11.9,1.0,0.2,335.2,12.0,0.5,0.4
2025-08-03 09:35,75.6,53.64,21.91,338.6,12.1,1.2,0.3,337.9,12.2,0.7,0.5
2025-08-03 09:40,71.4,55.08,21.97,339.3,12.0,1.0,0.2,337.9,11.7,0.4,-0.3
2025-08-03 09:45,75.0,53.88,21.93,337.9,12.1,1.2,0.4,336.6,12.0,0.6,0.3
2025-08-03 09:50,71.76,55.2,22.07,337.2,11.9,1.0,0.2,333.1,12.1,0.6,0.5
2025-08-03 09:55,72.72,53.04,21.1,337.9,12.0,1.0,0.3,334.5,12.2,0.5,0.5
2025-08-03 10:00,68.88,55.92,22.17,339.3,11.9,1.0,0.0,329.7,11.7,0.6,0.3
2025-08-03 10:05,75.36,53.52,22.02,337.9,12.0,1.2,0.3,340.0,12.3,0.8,0.4
2025-08-03 10:10,69.6,54.12,22.23,338.6,11.9,1.1,0.2,333.8,12.0,0.6,0.7
2025-08-03 10:15,73.08,55.44,20.9,338.6,12.0,1.0,0.3,333.8,12.0,0.5,0.6
2025-08-03 10:20,70.8,54.48,22.37,338.6,12.1,1.2,0.3,342.1,12.0,0.5,0.0
2025-08-03 10:25,70.32,56.4,21.71,338.6,12.0,1.0,0.2,333.8,11.9,0.5,0.3
2025-08-03 10:30,72.84,49.68,21.94,338.6,12.1,1.2,0.3,341.4,12.3,0.9,0.6
2025-08-03 10:35,70.08,54.48,21.23,338.6,11.9,1.1,0.1,333.8,11.8,0.5,0.5
2025-08-03 10:40,73.08,53.4,22.06,337.9,12.0,1.1,0.3,337.9,12.2,0.7,0.5
2025-08-03 10:45,72.24,53.4,21.57,338.6,11.9,1.0,0.1,335.9,12.1,0.6,0.5
2025-08-03 10:50,72.0,52.8,22.47,338.6,12.1,1.1,0.3,337.9,11.9,0.6,0.1
2025-08-03 10:55,71.28,53.76,21.6,337.2,11.9,1.0,0.2,332.4,11.9,0.7,0.5
2025-08-03 11:00,74.04,51.6,21.07,337.9,12.0,1.2,0.3,339.3,12.3,0.9,0.8
2025-08-03 11:05,70.2,55.44,19.68,339.3,12.1,1.1,0.3,336.6,11.8,0.5,0.2
2025-08-03 11:10,72.48,52.08,21.03,337.9,11.9,1.0,0.2,331.0,12.1,0.8,0.8
2025-08-03 11:15,70.68,53.04,21.57,338.6,12.1,1.1,0.3,336.6,11.9,0.6,0.2
2025-08-03 11:20,71.64,56.28,22.56,337.9,11.9,1.0,0.2,332.4,12.0,0.6,0.7
2025-08-03 11:25,72.24,51.24,22.01,338.6,12.0,1.1,0.1,340.7,12.2,0.6,0.2
2025-08-03 11:30,72.36,54.72,21.18,338.6,12.0,1.0,0.2,335.2,11.9,0.6,0.5
2025-08-03 11:35,72.24,55.56,21.25,340.0,12.1,1.1,0.2,333.1,11.9,0.7,0.6
2025-08-03 11:40,72.84,54.0,21.48,338.6,12.0,1.1,0.3,338.6,12.1,0.6,0.3
2025-08-03 11:45,73.44,49.68,21.53,339.3,12.1,1.1,0.3,343.4,12.1,0.6,0.1
2025-08-03 11:50,69.24,58.56,21.64,338.6,11.9,0.9,0.1,329.7,11.8,0.6,0.6
2025-08-03 11:55,74.52,50.64,21.53,337.9,12.0,1.1,0.3,341.4,12.4,0.6,0.5
2025-08-03 12:00,68.52,58.92,21.16,338.6,12.0,1.0,0.1,337.9,11.8,0.3,0.1
2025-08-03 12:05,73.68,59.76,21.66,337.9,11.9,1.1,0.2,331.7,12.1,0.7,0.8
2025-08-03 12:10,70.56,56.28,21.31,340.0,12.0,1.1,0.1,340.0,12.1,0.6,0.3
2025-08-03 12:15,72.12,55.92,22.26,339.3,12.0,1.1,0.2,335.2,11.9,0.6,0.4
2025-08-03 12:20,71.52,57.36,22.31,338.6,11.9,1.0,0.2,333.8,12.1,0.7,0.8
2025-08-03 12:25,72.0,56.04,21.79,339.3,12.0,1.2,0.1,330.3,11.9,0.6,0.5
2025-08-03 12:30,73.44,52.32,20.58,338.6,12.1,1.1,0.3,340.0,11.9,0.4,0.1
2025-08-03 12:35,71.76,55.68,22.15,337.9,11.9,0.8,0.2,333.1,12.1,0.7,0.9
2025-08-03 12:40,73.8,53.4,21.54,338.6,12.1,1.2,0.3,341.4,12.1,0.6,0.1
2025-08-03 12:45,71.16,56.76,20.63,338.6,11.9,1.0,0.1,326.9,11.7,0.6,0.8
2025-08-03 12:50,77.76,56.88,22.05,337.9,12.1,1.2,0.4,341.4,12.2,0.7,0.1
2025-08-03 12:55,70.2,56.04,21.56,337.9,11.9,1.0,0.2,336.6,11.9,0.5,0.3
2025-08-03 13:00,73.8,57.0,21.3,338.6,12.0,1.1,0.3,332.4,12.1,0.7,0.7
2025-08-03 13:05,74.16,55.2,21.72,338.6,12.1,1.2,0.3,341.4,12.1,0.5,0.1
2025-08-03 13:10,71.76,54.84,22.0,338.6,11.9,1.0,0.1,332.4,12.1,0.7,0.7
2025-08-03 13:15,72.24,58.68,21.41,338.6,11.9,1.0,0.1,331.0,12.1,0.6,1.0
2025-08-03 13:20,74.28,54.72,20.95,337.9,12.0,1.1,0.3,337.2,12.1,0.6,0.4
2025-08-03 13:25,71.04,54.24,21.3,340.7,12.0,1.0,0.2,335.2,11.8,0.5,0.0
2025-08-03 13:30,74.88,54.72,22.38,337.9,12.0,1.0,0.3,336.6,12.2,0.7,0.5
2025-08-03 13:35,72.6,58.56,20.99,340.0,12.0,1.1,0.1,334.5,11.7,0.6,0.4
2025-08-03 13:40,71.88,54.84,21.67,339.3,11.9,1.0,0.1,331.0,11.9,0.6,0.6
2025-08-03 13:45,74.4,51.96,22.43,337.2,12.0,1.1,0.3,341.4,12.2,0.6,0.2
2025-08-03 13:50,70.8,58.92,20.91,339.3,12.0,1.0,0.2,326.9,11.7,0.7,0.7
2025-08-03 13:55,76.68,50.16,21.7,337.9,12.1,1.4,0.3,341.4,12.4,0.7,0.3
2025-08-03 14:00,71.4,51.0,20.86,338.6,11.9,1.0,0.1,339.3,11.8,0.4,-0.2
2025-08-03 14:05,73.2,54.96,22.6,337.9,11.9,1.0,0.1,334.5,12.1,0.8,0.5
2025-08-03 14:10,71.88,53.52,21.07,338.6,11.9,1.1,0.1,337.9,12.1,0.5,0.3
2025-08-03 14:15,75.12,53.88,21.19,340.0,12.1,1.2,0.2,338.6,12.1,0.7,0.3
2025-08-03 14:20,70.2,56.28,22.28,337.9,11.9,1.0,0.1,333.1,11.8,0.5,0.5
2025-08-03 14:25,72.36,53.64,21.09,339.3,11.9,1.0,0.1,329.7,11.9,0.7,0.7
2025-08-03 14:30,74.16,50.4,21.04,339.3,12.1,1.2,0.2,343.4,12.1,0.6,0.0
2025-08-03 14:35,70.44,55.08,21.49,338.6,11.9,0.9,0.2,331.7,11.9,0.6,0.7
2025-08-03 14:40,73.56,53.4,21.85,337.9,12.0,1.1,0.3,338.6,12.1,0.6,0.3
2025-08-03 14:45,70.08,55.68,20.59,337.9,12.0,1.0,0.3,329.7,11.8,0.5,0.7
2025-08-03 14:50,75.24,50.4,21.02,337.9,12.1,1.2,0.4,342.8,12.4,0.7,0.4
2025-08-03 14:55,71.04,52.8,20.39,337.9,12.0,1.0,0.3,338.6,11.9,0.5,0.1
2025-08-03 15:00,72.0,53.16,19.85,338.6,11.9,1.1,0.1,334.5,12.1,0.5,0.5
2025-08-03 15:05,72.36,52.8,22.13,337.9,11.9,1.0,0.2,335.2,12.1,0.6,0.7
2025-08-03 15:10,72.48,51.84,22.04,339.3,12.1,1.2,0.2,340.7,12.2,0.6,0.3
2025-08-03 15:15,69.48,57.24,22.27,338.6,12.0,1.1,0.2,327.6,11.6,0.7,0.6
2025-08-03 15:20,74.04,51.24,21.33,337.2,11.9,1.0,0.2,334.5,12.2,0.7,0.9
2025-08-03 15:25,71.04,49.56,21.98,339.3,12.1,1.2,0.2,342.1,12.2,0.5,0.1
2025-08-03 15:30,70.2,55.68,21.79,338.6,11.9,1.0,0.1,331.0,11.8,0.6,0.6
2025-08-03 15:35,74.52,51.36,22.07,337.9,12.1,1.2,0.4,338.6,12.2,0.7,0.3
2025-08-03 15:40,71.64,54.24,21.06,337.9,12.0,1.0,0.3,333.8,11.8,0.6,0.4
2025-08-03 15:45,72.96,52.56,21.55,340.7,12.1,1.1,0.2,337.9,12.2,0.6,0.5
2025-08-03 15:50,73.08,54.48,21.11,337.2,12.0,1.1,0.3,337.2,11.8,0.5,0.1
2025-08-03 15:55,73.08,52.92,21.0,337.9,11.9,1.1,0.1,336.6,12.1,0.6,0.4
2025-08-03 16:00,70.68,54.12,22.27,338.6,11.9,1.0,0.1,332.4,12.1,0.7,0.7
2025-08-03 16:05,76.08,53.4,21.22,340.0,12.1,1.2,0.2,341.4,12.3,0.6,0.2
2025-08-03 16:10,69.84,57.24,21.56,337.9,12.0,0.9,0.3,332.4,11.6,0.5,0.0
2025-08-03 16:15,71.76,54.84,22.01,339.3,11.9,1.0,0.1,334.5,12.2,0.6,0.8
2025-08-03 16:20,73.44,51.72,20.87,340.0,12.1,1.2,0.2,341.4,12.2,0.6,0.2
2025-08-03 16:25,70.8,56.4,22.03,338.6,11.9,0.9,0.2,329.7,11.7,0.6,0.6
2025-08-03 16:30,72.72,49.8,22.21,337.9,12.0,1.1,0.2,336.6,12.2,0.8,0.5
2025-08-03 16:35,71.28,55.08,22.86,337.9,11.9,1.0,0.2,331.0,11.9,0.7,0.6
2025-08-03 16:40,72.48,53.64,21.09,340.0,12.1,1.2,0.1,336.6,11.9,0.5,0.2
2025-08-03 16:45,73.56,53.88,22.36,337.2,12.1,1.1,0.4,341.4,11.9,0.5,-0.1
2025-08-03 16:50,72.96,53.04,20.96,338.6,12.0,1.1,0.2,337.9,12.1,0.6,0.4
2025-08-03 16:55,71.28,52.8,21.36,337.9,11.9,1.0,0.2,332.4,12.1,0.7,0.6
2025-08-03 17:00,72.6,50.88,22.51,339.3,12.0,1.1,0.2,341.4,12.1,0.7,0.1
2025-08-03 17:05,70.32,57.36,20.56,338.6,12.0,1.1,0.2,332.4,11.7,0.5,0.4
2025-08-03 17:10,74.16,59.16,23.18,338.6,12.0,1.1,0.2,331.7,12.1,0.8,0.8
2025-08-03 17:15,70.56,54.12,21.29,340.7,12.1,1.1,0.2,340.7,11.9,0.4,-0.1
2025-08-03 17:20,70.68,57.48,22.02,337.9,11.9,1.1,0.1,329.0,11.9,0.7,0.8
2025-08-03 17:25,72.12,52.44,22.53,338.6,11.9,1.1,0.0,338.6,12.2,0.6,0.5
2025-08-03 17:30,71.52,55.8,22.33,337.9,12.0,1.1,0.3,329.0,11.9,0.6,0.7
2025-08-03 17:35,73.32,53.88,23.15,338.6,12.0,1.2,0.2,341.4,12.2,0.5,0.3
2025-08-03 17:40,72.72,57.6,22.37,338.6,12.0,1.0,0.2,336.6,11.7,0.6,0.2
2025-08-03 17:45,72.72,55.32,22.18,338.6,12.0,1.1,0.2,336.6,12.1,0.7,0.4
2025-08-03 17:50,71.28,56.4,22.38,338.6,12.0,1.1,0.2,338.6,11.9,0.6,0.2
2025-08-03 17:55,73.68,52.32,22.62,338.6,12.0,1.1,0.3,341.4,12.2,0.6,0.3
2025-08-03 18:00,70.08,56.04,21.97,339.3,11.9,0.9,0.1,328.3,11.7,0.6,0.6
2025-08-03 18:05,74.28,53.4,22.86,338.6,11.9,1.0,0.1,338.6,12.4,0.7,0.7
2025-08-03 18:10,69.84,58.44,23.07,340.0,12.0,1.0,0.1,338.6,11.8,0.4,0.1
2025-08-03 18:15,72.36,55.08,21.54,337.9,11.9,1.1,0.2,333.1,12.2,0.7,0.8
2025-08-03 18:20,72.12,55.44,21.64,339.3,12.0,1.1,0.2,333.8,11.9,0.6,0.4
2025-08-03 18:25,72.24,55.08,21.78,337.9,12.0,1.1,0.3,333.1,11.9,0.6,0.5
2025-08-03 18:30,72.48,51.36,22.31,341.4,12.0,1.0,0.1,337.9,12.1,0.7,0.5
2025-08-03 18:35,73.8,56.64,22.04,337.9,12.0,1.1,0.3,340.0,11.9,0.6,0.1
2025-08-03 18:40,72.36,57.12,22.33,338.6,12.0,1.1,0.2,333.8,12.0,0.6,0.7
2025-08-03 18:45,71.28,52.8,22.72,337.9,12.0,1.1,0.3,335.2,12.1,0.6,0.5
2025-08-03 18:50,74.88,53.88,23.09,340.0,12.0,1.2,0.2,340.0,12.2,0.7,0.3
2025-08-03 18:55,70.32,59.04,22.52,338.6,12.0,1.0,0.2,329.0,11.6,0.6,0.3
2025-08-03 19:00,74.28,56.76,22.33,337.9,11.9,1.1,0.1,327.6,12.1,0.8,1.0
2025-08-03 19:05,72.36,52.56,22.49,340.0,12.1,1.3,0.3,342.1,12.2,0.7,0.2
2025-08-03 19:10,71.52,58.2,23.15,338.6,11.9,1.0,0.1,330.3,11.8,0.7,0.6
2025-08-03 19:15,73.8,52.32,23.42,338.6,11.9,1.2,0.1,335.2,12.2,0.7,0.5
2025-08-03 19:20,72.96,55.68,22.71,337.9,12.0,1.1,0.3,337.9,11.9,0.5,0.2
2025-08-03 19:25,74.76,55.8,22.75,337.9,12.1,1.2,0.4,336.6,12.0,0.6,0.3
2025-08-03 19:30,74.16,57.96,22.47,337.2,12.0,1.0,0.3,334.5,12.0,0.6,0.7
2025-08-03 19:35,73.92,52.92,22.14,337.2,11.9,1.2,0.2,339.3,12.2,0.6,0.3
2025-08-03 19:40,70.08,52.92,21.86,340.7,12.0,1.0,0.1,333.1,11.8,0.7,0.5
2025-08-03 19:45,76.2,55.44,22.1,337.9,12.1,1.1,0.3,338.6,12.2,0.7,0.4
2025-08-03 19:50,70.68,57.6,23.77,337.9,11.9,1.0,0.1,336.6,11.8,0.4,0.1
2025-08-03 19:55,75.24,56.88,22.77,337.9,12.0,1.1,0.3,335.9,12.2,0.6,0.6
2025-08-03 20:00,71.76,55.32,23.04,341.4,12.1,1.1,0.2,338.6,11.9,0.6,-0.1
2025-08-03 20:05,71.88,59.76,22.13,338.6,11.9,0.9,0.1,326.2,11.6,0.6,0.7
2025-08-03 20:10,75.0,57.24,21.75,337.9,12.0,1.1,0.3,338.6,12.2,0.7,0.3
2025-08-03 20:15,71.76,55.08,22.58,339.3,11.9,1.0,0.1,337.9,12.1,0.6,0.3
2025-08-03 20:20,74.76,58.08,22.5,339.3,12.0,1.1,0.2,331.7,11.9,0.7,0.6
2025-08-03 20:25,71.64,54.6,22.3,340.0,12.0,1.0,0.2,341.4,12.1,0.5,0.2
2025-08-03 20:30,75.6,54.24,22.11,337.2,11.9,1.1,0.2,339.3,12.1,0.6,0.3
2025-08-03 20:35,71.52,55.08,22.22,340.0,11.9,1.0,0.1,334.5,12.1,0.6,0.6
2025-08-03 20:40,73.56,54.12,21.84,338.6,11.9,1.2,0.2,337.2,12.0,0.6,0.3
2025-08-03 20:45,70.68,54.36,22.15,339.3,12.0,1.0,0.2,331.7,11.8,0.6,0.5
2025-08-03 20:50,75.48,53.28,22.03,338.6,11.9,1.1,0.1,337.2,12.3,0.7,0.7
2025-08-03 20:55,70.92,52.68,22.38,340.0,12.1,1.3,0.2,337.9,11.5,0.4,-0.1
2025-08-03 21:00,72.24,54.48,21.94,337.9,11.9,0.9,0.2,329.0,11.8,0.7,0.7
2025-08-03 21:05,73.44,53.88,21.9,340.0,12.0,1.2,0.2,338.6,12.2,0.7,0.4
2025-08-03 21:10,72.6,57.48,23.3,338.6,12.0,1.2,0.2,331.0,11.8,0.6,0.5
2025-08-03 21:15,73.44,53.04,22.22,338.6,12.0,1.2,0.2,337.9,12.2,0.7,0.4
2025-08-03 21:20,72.72,56.28,21.35,338.6,12.0,1.2,0.2,335.2,11.7,0.5,0.0
2025-08-03 21:25,73.68,55.08,22.9,337.2,12.0,1.2,0.3,337.9,12.1,0.7,0.4
2025-08-03 21:30,71.4,57.36,22.46,337.9,11.9,1.0,0.2,335.2,12.1,0.6,0.5
2025-08-03 21:35,75.36,52.2,22.97,338.6,12.0,1.2,0.2,339.3,12.1,0.7,0.2
2025-08-03 21:40,71.16,59.4,22.17,338.6,11.9,1.0,0.1,327.6,11.7,0.6,0.7
2025-08-03 21:45,75.36,52.2,22.33,335.9,11.9,1.2,0.2,336.6,12.3,0.7,0.5
2025-08-03 21:50,70.8,59.52,23.03,338.6,11.9,1.0,0.2,335.9,11.6,0.3,0.2
2025-08-03 21:55,73.56,57.36,22.5,338.6,12.0,1.0,0.3,333.8,12.1,0.6,0.7
2025-08-03 22:00,74.04,53.88,21.78,337.9,12.0,1.0,0.3,336.6,12.2,0.8,0.5
2025-08-03 22:05,71.76,57.48,22.61,339.3,12.0,1.0,0.2,337.2,11.8,0.4,0.2
2025-08-03 22:10,72.6,56.88,22.22,339.3,12.0,1.2,0.1,332.4,11.9,0.6,0.3
2025-08-03 22:15,73.08,53.88,21.84,337.9,11.9,1.1,0.1,329.7,12.0,0.7,0.7
2025-08-03 22:20,73.68,53.16,22.0,338.6,12.1,1.2,0.3,342.1,11.9,0.5,-0.1
2025-08-03 22:25,73.2,54.24,22.06,337.2,12.0,1.0,0.3,334.5,11.8,0.5,0.3
2025-08-03 22:30,74.4,52.8,22.78,337.9,12.0,1.1,0.2,336.6,12.3,0.8,0.6
2025-08-03 22:35,72.24,56.88,22.74,337.9,12.1,1.1,0.3,332.4,11.7,0.5,0.4
2025-08-03 22:40,74.64,52.32,21.38,337.2,12.0,1.1,0.3,339.3,12.2,0.7,0.5
2025-08-03 22:45,72.48,52.92,22.82,337.9,12.0,1.0,0.3,337.2,12.0,0.5,0.3
2025-08-03 22:50,74.64,54.0,20.59,337.9,11.9,1.0,0.2,331.0,12.1,0.7,0.7
2025-08-03 22:55,72.36,51.72,22.39,340.7,12.1,1.0,0.2,342.1,12.1,0.5,0.1
2025-08-03 23:00,73.92,54.72,22.21,339.3,12.0,1.1,0.2,335.9,11.9,0.6,0.3
2025-08-03 23:05,71.4,54.6,22.31,340.7,11.9,1.0,0.0,331.7,11.9,0.6,0.6
2025-08-03 23:10,74.04,55.92,21.34,338.6,12.0,1.1,0.2,337.2,12.1,0.6,0.4
2025-08-03 23:15,71.64,53.76,22.63,339.3,12.0,1.1,0.2,334.5,11.7,0.6,0.0
2025-08-03 23:20,72.12,55.2,23.3,338.6,11.9,1.0,0.1,333.1,12.0,0.6,0.6
2025-08-03 23:25,76.92,52.56,22.77,338.6,12.1,1.3,0.4,342.1,12.2,0.7,0.1
2025-08-03 23:30,69.84,56.28,21.89,338.6,11.9,1.0,0.1,331.0,11.5,0.3,0.1
2025-08-03 23:35,74.28,56.88,22.52,336.6,12.0,1.1,0.3,337.2,12.2,0.7,0.5
2025-08-03 23:40,70.8,54.12,22.95,337.9,11.9,1.0,0.2,333.8,12.1,0.6,0.7
2025-08-03 23:45,73.8,54.6,22.41,338.6,12.1,1.2,0.3,335.9,12.1,0.6,0.5
2025-08-03 23:50,72.6,53.04,21.73,337.2,12.1,1.1,0.4,341.4,12.1,0.5,0.2
2025-08-03 23:55,72.6,56.76,22.1,338.6,11.9,1.0,0.1,332.4,12.1,0.6,0.7
2025-08-04 00:00,70.92,52.8,22.42,338.6,12.0,1.0,0.2,334.5,12.1,0.7,0.8
2025-08-04 00:05,71.88,52.8,21.87,339.3,12.0,1.1,0.2,336.6,12.0,0.5,0.3
2025-08-04 00:10,71.28,56.52,22.1,338.6,12.0,1.0,0.2,334.5,11.7,0.5,0.4
2025-08-04 00:15,73.2,54.84,22.21,337.9,11.9,1.0,0.2,331.7,12.3,0.7,0.9
2025-08-04 00:20,72.48,57.36,21.83,340.7,12.0,1.2,0.0,341.4,11.8,0.5,-0.3
2025-08-04 00:25,71.52,53.28,21.61,337.9,11.9,1.1,0.2,336.6,12.0,0.5,0.4
2025-08-04 00:30,75.48,53.16,22.4,338.6,12.1,1.3,0.3,339.3,12.3,0.6,0.4
2025-08-04 00:35,71.76,57.72,21.62,338.6,12.0,1.1,0.2,335.9,11.6,0.4,0.1
2025-08-04 00:40,73.2,50.52,22.29,337.9,12.0,1.1,0.3,335.2,12.1,0.6,0.5
2025-08-04 00:45,72.72,54.0,21.76,338.6,12.0,1.0,0.3,337.2,12.1,0.6,0.4
2025-08-04 00:50,72.84,55.56,22.62,338.6,11.9,1.0,0.2,331.0,12.1,0.7,0.8
2025-08-04 00:55,69.48,53.4,21.37,339.3,12.0,1.0,0.1,335.2,11.9,0.6,0.2
2025-08-04 01:00,75.0,54.12,21.78,338.6,12.0,1.1,0.3,337.9,12.2,0.6,0.4
2025-08-04 01:05,69.84,56.28,22.41,338.6,11.9,0.9,0.2,331.0,11.8,0.5,0.5
2025-08-04 01:10,72.72,55.92,21.62,338.6,12.0,1.1,0.3,331.7,12.1,0.6,0.8
2025-08-04 01:15,71.4,53.52,21.74,340.0,12.0,1.1,0.1,345.5,12.2,0.7,0.0
2025-08-04 01:20,71.04,56.28,21.0,338.6,12.0,1.0,0.2,332.4,11.8,0.6,0.5
2025-08-04 01:25,73.56,50.76,21.07,338.6,11.9,1.0,0.2,337.2,12.2,0.7,0.6
2025-08-04 01:30,69.36,52.32,22.09,338.6,11.9,1.1,-0.1,341.4,11.9,0.4,0.1
2025-08-04 01:35,73.56,54.12,20.87,337.9,12.0,1.1,0.3,338.6,12.0,0.6,0.3
2025-08-04 01:40,70.32,53.28,21.42,337.2,11.9,1.0,0.2,336.6,12.2,0.7,0.7
2025-08-04 01:45,72.24,52.56,21.53,338.6,12.0,1.0,0.3,341.4,12.2,0.5,0.0
2025-08-04 01:50,69.0,54.72,21.15,338.6,11.9,1.1,0.2,337.9,12.0,0.4,0.3
2025-08-04 01:55,74.16,57.84,21.43,336.6,12.0,1.2,0.3,332.4,12.3,1.0,1.1
2025-08-04 02:00,69.24,54.24,21.21,337.9,12.0,1.1,0.3,341.4,11.9,0.5,-0.1
2025-08-04 02:05,70.92,57.24,19.97,340.0,12.0,1.1,0.2,331.7,11.9,0.6,0.6
2025-08-04 02:10,70.32,50.88,21.21,339.3,12.1,1.2,0.4,337.9,12.0,0.6,0.2
2025-08-04 02:15,72.72,52.68,20.27,337.2,11.9,1.0,0.2,332.4,11.9,0.5,0.6
2025-08-04 02:20,70.56,51.36,20.5,338.6,11.9,1.1,0.0,337.9,12.2,0.6,0.5
2025-08-04 02:25,70.56,52.44,20.79,338.6,12.0,1.1,0.2,332.4,11.9,0.6,0.6
2025-08-04 02:30,69.6,52.44,19.61,339.3,12.1,1.3,0.2,334.5,11.9,0.6,0.3
2025-08-04 02:35,72.36,52.56,21.63,338.6,12.1,1.2,0.4,342.1,12.1,0.6,0.1
2025-08-04 02:40,71.76,49.32,21.97,337.9,12.0,1.2,0.3,344.1,12.1,0.5,0.0
2025-08-04 02:45,68.64,56.52,20.31,339.3,11.9,0.9,0.1,333.8,12.0,0.4,0.6
2025-08-04 02:50,72.48,53.04,20.86,338.6,12.1,1.2,0.3,338.6,12.2,0.7,0.5
2025-08-04 02:55,67.32,52.56,21.3,338.6,11.9,1.0,0.0,337.2,11.9,0.6,0.3
2025-08-04 03:00,72.12,58.44,20.57,337.2,11.9,1.1,0.2,333.1,12.2,0.7,0.8
2025-08-04 03:05,68.52,51.0,22.1,339.3,11.9,1.0,0.1,335.9,12.1,0.5,0.5
2025-08-04 03:10,71.76,54.84,21.36,338.6,12.0,1.2,0.2,334.5,11.9,0.5,0.5
2025-08-04 03:15,71.52,50.04,21.12,337.9,12.0,1.2,0.2,343.4,12.1,0.6,-0.1
2025-08-04 03:20,69.6,54.6,20.06,338.6,12.0,1.0,0.2,334.5,12.0,0.5,0.4
2025-08-04 03:25,70.2,52.56,20.76,339.3,12.0,1.0,0.1,335.2,12.1,0.5,0.5
2025-08-04 03:30,70.44,51.96,21.23,338.6,12.0,1.2,0.2,340.7,11.9,0.6,0.0
2025-08-04 03:35,70.68,52.56,21.03,337.9,12.1,1.2,0.3,338.6,11.9,0.6,0.1
2025-08-04 03:40,69.0,53.16,20.94,338.6,11.9,1.1,0.1,331.0,11.9,0.4,0.6
2025-08-04 03:45,73.08,47.64,20.87,340.0,12.1,1.3,0.2,342.8,12.3,0.8,0.0
2025-08-04 03:50,68.4,51.12,20.73,338.6,11.9,1.0,0.2,337.2,11.9,0.5,0.2
2025-08-04 03:55,71.64,57.24,21.05,338.6,11.9,1.1,0.1,334.5,12.1,0.8,0.6
2025-08-04 04:00,69.0,51.84,19.95,339.3,12.0,1.1,0.1,339.3,12.1,0.6,0.3
